"interactorB.id"	"interactorB.approvedSymbol"	"score"	"interactionEvidenceEntries"	"gene"	"biologicalRole"
ENSG00000183715	OPCML	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000145332	KLHL8	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000134644	PUM1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000002834	LASP1	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000278828	H3C10	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000065526	SPEN	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000132478	UNK	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000099917	MED15	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163909	HEYL	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000182809	CRIP2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000120149	MSX2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000187516	H2AP	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000129038	LOXL1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000104904	OAZ1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000147854	UHRF2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000060237	WNK1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165238	WNK2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000105245	NUMBL	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000170396	ZNF804A	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000198911	SREBF2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000152467	ZSCAN1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000105135	ILVBL	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000121671	CRY2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000111647	BLTP3B	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000089486	CDIP1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000173153	ESRRA	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000197409	H3C4	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000143569	UBAP2L	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000114784	EIF1B	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196159	FAT4	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000083168	KAT6A	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000275379	H3C11	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000070669	ASNS	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000150990	DHX37	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000175832	ETV4	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000146733	PSPH	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000175592	FOSL1	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000095539	SEMA4G	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000275714	H3C1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000137100	DCTN3	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000197081	IGF2R	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000128596	CCDC136	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000174306	ZHX3	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000147459	DOCK5	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000169084	DHRSX	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000175344	CHRNA7	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000145022	TCTA	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000107164	FUBP3	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000091428	RAPGEF4	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000176788	BASP1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000103365	GGA2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000187969	ZCCHC13	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000150764	DIXDC1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000052802	MSMO1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000132305	IMMT	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000164889	SLC4A2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000115641	FHL2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000164929	BAALC	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000110427	KIAA1549L	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000154640	BTG3	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000176746	MAGEB6	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000175274	TP53I11	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000128059	PPAT	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000197601	FAR1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000197153	H3C12	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000048991	R3HDM1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000153885	KCTD15	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000122696	SLC25A51	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000132561	MATN2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000189067	LITAF	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000273983	H3C8	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000197971	MBP	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000157368	IL34	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165699	TSC1	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000069424	KCNAB2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000197586	ENTPD6	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000058404	CAMK2B	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000064607	SUGP2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000198964	SGMS1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000100403	ZC3H7B	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000172661	WASHC2C	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000064547	LPAR2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000131831	RAI2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000272333	KMT2B	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000132470	ITGB4	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196535	MYO18A	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000214655	ZSWIM8	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000180357	ZNF609	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000057657	PRDM1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000111802	TDP2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000100239	PPP6R2	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000176774	MAGEB18	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000143889	HNRNPLL	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000095794	CREM	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000139613	SMARCC2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000181555	SETD2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000159840	ZYX	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000005436	GCFC2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000173726	TOMM20	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000286522	H3C2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000177324	BEND2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000213593	TMX2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000157259	GATAD1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000287080	H3C3	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000113971	NPHP3	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000179912	R3HDM2	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000132963	POMP	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000103037	SETD6	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000198728	LDB1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000101439	CST3	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000099399	MAGEB2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000107263	RAPGEF1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000122085	MTERF4	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000168488	ATXN2L	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000278540	ACACA	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000164080	RAD54L2	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000166313	APBB1	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000183354	BRD10	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000181090	EHMT1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000178764	ZHX2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000277775	H3C7	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000135547	HEY2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000112531	QKI	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000141027	NCOR1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000131503	ANKHD1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000174233	ADCY6	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000147642	SYBU	0.37	 3	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000152672	CLEC4F	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000148700	ADD3	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000123358	NR4A1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000169136	ATF5	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000079616	KIF22	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000176896	TCEANC	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000186825	CDRT15P3	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000186566	GPATCH8	0.37	 4	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000159164	SV2A	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000105810	CDK6	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000172059	KLF11	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000167965	MLST8	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000011590	ZBTB32	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000139746	RBM26	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000274750	H3C6	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000114859	CLCN2	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000097021	ACOT7	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000010379	SLC6A13	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000149294	NCAM1	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000133704	IPO8	0.37	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000274523	RCC1L	0.37	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000152601	MBNL1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000089693	MLF2	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000036448	MYOM2	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000135930	EIF4E2	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000188021	UBQLN2	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000248333	CDK11B	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000054654	SYNE2	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000110172	CHORDC1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000116962	NID1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000197226	TBC1D9B	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163993	S100P	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000106829	TLE4	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000104524	PYCR3	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000123374	CDK2	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000134153	EMC7	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000171720	HDAC3	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000105993	DNAJB6	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000162191	UBXN1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000118520	ARG1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000023191	RNH1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000008018	PSMB1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000170312	CDK1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000188612	SUMO2	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000105568	PPP2R1A	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196396	PTPN1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000106211	HSPB1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000004487	KDM1A	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000154358	OBSCN	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000136485	DCAF7	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000044574	HSPA5	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000130177	CDC16	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000120265	PCMT1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000104859	CLASRP	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000135018	UBQLN1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000160563	MED27	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000178053	MLF1	0.35	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000109381	ELF2	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163064	EN1	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000147862	NFIB	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000187079	TEAD1	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000137265	IRF4	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000111145	ELK3	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000179348	GATA2	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000164458	TBXT	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000175793	SFN	0.27	 2	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000106689	LHX2	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000102034	ELF4	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163497	FEV	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000157554	ERG	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000008441	NFIX	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000118922	KLF12	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000101076	HNF4A	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000121454	LHX4	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000007372	PAX6	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000170374	SP7	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000275410	HNF1B	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000107187	LHX3	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000102349	KLF8	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000009709	PAX7	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000125618	PAX8	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000118513	MYB	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000075891	PAX2	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163625	WDFY3	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000181449	SOX2	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000176678	FOXL1	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000169083	AR	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000141905	NFIC	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000100987	VSX1	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000162599	NFIA	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000198807	PAX9	0.27	 1	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000110367	DDX6	0.86	13	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000070756	PABPC1	0.82	 8	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000107295	SH3GL2	0.78	 9	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000140600	SH3GL3	0.76	11	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000168488	ATXN2L	0.60	 5	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000161654	LSM12	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000184900	SUMO3	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000204463	BAG6	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000134086	VHL	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000198821	CD247	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000078328	RBFOX1	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000140600	SH3GL3	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000124788	ATXN1	0.56	 6	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000254999	BRK1	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000172366	MCRIP2	0.56	 4	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000070756	PABPC1	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000165283	STOML2	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000136717	BIN1	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000108256	NUFIP2	0.56	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000119812	FAM98A	0.53	 2	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000120948	TARDBP	0.52	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000124788	ATXN1	0.51	 4	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000145907	G3BP1	0.50	 4	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000136167	LCP1	0.46	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000102024	PLS3	0.46	 3	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000134086	VHL	0.40	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000143632	ACTA1	0.40	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000169045	HNRNPH1	0.40	 2	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000131711	MAP1B	0.40	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000123009	NME2P1	0.40	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000151065	DCP1B	0.40	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000184708	EIF4ENIF1	0.40	 7	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000038358	EDC4	0.40	 2	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000147604	RPL7	0.40	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000167978	SRRM2	0.40	 2	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000179151	EDC3	0.40	 2	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000151846	PABPC3	0.40	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000196116	TDRD7	0.37	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000204463	BAG6	0.37	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000266412	NCOA4	0.37	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000165702	GFI1B	0.37	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000077522	ACTN2	0.37	 2	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000198954	KIFBP	0.37	 2	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000101365	IDH3B	0.37	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000066379	POLR1H	0.37	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000078328	RBFOX1	0.37	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000089199	CHGB	0.37	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000072110	ACTN1	0.37	 2	"ATXN2"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000100320	RBFOX2	0.35	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000269437	NXF2B	0.35	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000197122	SRC	0.35	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000174740	PABPC5	0.35	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
ENSG00000185721	DRG1	0.35	 1	"ATXN2"	"A:unspecified role, B:unspecified role"
